Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_001215	3892	3173	494	4557	3757	980	937	3382	688	519	2255	754	2428	5580	4780	#N/A	#N/A	#N/A											
WCP94_001216	42	47	3	120	78	10	17	166	9	2	14	7	32	47	55	#N/A	#N/A	#N/A											
WCP94_001217	13090	7721	780	5175	6300	2476	1600	4393	1466	699	3931	1031	3507	7900	6499	#N/A	#N/A	hypothetical protein											
WCP94_001218	2707	3186	332	2072	2937	407	460	1573	424	217	908	276	705	1435	1219	"Protein Fate (folding, modification, targeting, degradation)"	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)											
WCP94_001219	2370	2021	413	1755	2081	587	498	1497	307	251	1377	322	2077	3919	3371	Amino Acids and Derivatives	Lysine DAP biosynthetic pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)											
WCP94_001220	1223	494	122	850	750	451	475	517	98	110	580	270	15999	32933	26633	Membrane Transport	Copper Transport System	"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P- type ATPase (EC 3.6.3.4)"											
WCP94_001221	1416	547	133	711	521	543	330	341	140	67	1043	145	26665	47940	44976	#N/A	#N/A	mercuric transport protein periplasmic component											
WCP94_001222	2620	1001	252	1220	1109	827	511	571	216	116	1600	240	12978	27017	24452	"Cofactors, Vitamins, Prosthetic Groups"	Biotin synthesis cluster	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)											
WCP94_001223	439	441	75	805	601	193	111	431	88	80	464	96	711	1438	1349	#N/A	#N/A	MATE efflux family protein											
WCP94_001224	525	247	58	524	518	144	114	374	62	52	321	73	254	795	591	#N/A	#N/A	hypothetical protein											
WCP94_001225	144	126	15	205	211	44	34	117	40	20	51	17	12	23	26	#N/A	#N/A	hypothetical protein											
WCP94_001226	733	623	156	1508	1108	155	174	1266	136	120	282	106	211	441	385	#N/A	#N/A	"Transcriptional regulator, AraC family"											
WCP94_001227	3458	2477	454	3580	4155	742	652	2679	471	312	1174	506	924	1772	1568	"Stress Response, Defense and Virulence"	Heat shock dnaK gene cluster extended	Ribosomal protein L11 methyltransferase											
WCP94_001228	4604	2565	414	3628	3968	1005	869	3296	521	394	1482	608	3066	5427	5000	#N/A	#N/A	"ABC transporter, ATP-binding protein (cluster 3,basic aa/glutamine/opines)"											
WCP94_001229	2700	1770	324	1798	1564	1123	555	1118	318	222	1636	296	3703	7663	6660	Energy and Precursor Metabolites Generation	"Pyruvate metabolism I: anaplerotic reactions, PEP"	NADP-dependent malic enzyme (EC 1.1.1.40)											
WCP94_001230	298	563	105	1014	958	71	111	334	71	79	157	83	431	746	699	#N/A	#N/A	hypothetical protein											
WCP94_001231	4	0	1	12	3	9	2	13	0	5	7	6	145	296	338	#N/A	#N/A	#N/A											
WCP94_001232	3485	3203	661	4956	4452	900	723	4333	636	499	2467	529	7937	15907	13814	#N/A	#N/A	Carboxyl-terminal protease (EC 3.4.21.102)											
WCP94_001233	1109	1502	365	2827	2398	349	354	2471	319	269	767	303	3729	6804	5887	#N/A	#N/A	hypothetical protein											
WCP94_001234	1334	1160	224	1507	1542	330	308	1236	238	158	700	161	1550	3350	2671	#N/A	#N/A	#N/A											
WCP94_001235	3315	1829	364	2236	2116	1346	807	1239	634	372	1626	534	664	1652	1251	#N/A	#N/A	Signal transduction protein containing GAF and PtsI domains											
WCP94_001236	6155	3592	745	4323	4197	2412	1381	2209	990	670	3188	819	1296	3871	2697	"Cofactors, Vitamins, Prosthetic Groups"	Pyridoxin (Vitamin B6) Biosynthesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)											
WCP94_001237	109	198	20	280	166	29	44	75	41	31	69	36	42	26	64	#N/A	#N/A	#N/A											
WCP94_001238	14584	25324	2572	18821	13368	5008	3414	5536	7220	4251	10355	4423	3434	8458	7420	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L17p											
WCP94_001239	29395	49831	5363	40644	36811	9601	7722	11796	15346	9360	20568	9121	10011	23103	19304	RNA Processing	"RNA polymerase, bacterial"	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)											
WCP94_001240	22900	37297	4651	31591	30183	7490	5982	9580	12239	7358	16820	7089	9231	23007	18644	#N/A	#N/A	"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-dependent"											
WCP94_001241	18963	24635	2966	20609	16370	5749	3721	6344	7859	4788	11497	5013	10691	24357	20552	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S11p (S14e)											
WCP94_001242	28659	41527	4843	32705	25688	7925	5847	10316	12300	7579	17054	7069	14564	32688	28170	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S13p (S18e)											
WCP94_001243	17556	35427	1486	23233	14304	5337	4504	4254	9794	6562	12385	6377	10493	20395	19549	Protein Synthesis	"Translation termination factors, bacterial"	Methionine aminopeptidase (EC 3.4.11.18)											
WCP94_001244	30249	54758	3413	53541	30551	10210	8558	9860	14217	7455	20789	9927	9547	22139	18382	#N/A	#N/A	Protein translocase subunit SecY											
WCP94_001245	9508	18897	1115	15131	10141	3435	2613	3387	4498	2614	6689	3315	2002	4811	4362	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L15p (L27Ae)											
WCP94_001246	2757	4708	336	4472	3425	966	881	989	1530	830	1958	848	853	1825	1785	#N/A	#N/A	LSU ribosomal protein L30p (L7e)											
WCP94_001247	30395	35402	3199	38137	28459	10626	6928	8284	13068	6524	17327	7629	7528	17454	15104	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S5p (S2e)											
WCP94_001248	13153	20942	1797	21434	17658	4629	4081	5627	5777	3715	8976	4749	3963	8268	7530	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L18p (L5e)											
WCP94_001249	22789	31611	3199	33987	23028	7556	5861	8731	9499	5265	13796	6895	6771	15876	13928	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L6p (L9e)											
WCP94_001250	10826	16417	1795	17126	14820	4050	3047	5326	4860	2785	7198	3061	3185	6955	5807	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S8p (S15Ae)											
WCP94_001251	3773	5625	644	6164	4126	1318	1037	1912	1679	951	2486	1195	769	1909	1457	#N/A	#N/A	"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent"											
WCP94_001252	28471	32538	4730	40800	30536	8606	6349	11872	10732	6117	15663	7120	7659	19381	16476	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L5p (L11e)											
WCP94_001253	8853	13116	1616	13961	12245	2744	2039	4794	3476	2159	5107	2317	2689	6506	5514	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L24p (L26e)											
WCP94_001254	8517	12487	1633	13499	9055	2664	1869	4572	3391	1810	5001	2309	1727	3672	3551	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L14p (L23e)											
WCP94_001255	14715	17374	3155	23795	18388	4306	3807	7877	5095	3248	8089	3674	3775	7924	6882	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S17p (S11e)											
WCP94_001256	1759	2174	328	2585	1741	582	398	1007	658	350	962	339	593	1245	1209	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L29p (L35e)											
WCP94_001257	15496	22126	3233	28330	26887	4788	4508	9952	6310	3534	9411	4365	3094	7367	6484	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L16p (L10e)											
WCP94_001258	26492	36821	6200	47941	42240	8496	7043	17842	9955	6013	15782	7234	6066	13675	12097	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S3p (S3e)											
WCP94_001259	11881	19230	3171	24744	21065	3683	3471	9861	5469	3008	7388	3691	3206	6903	6133	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L22p (L17e)											
WCP94_001260	20125	22145	4907	32883	29853	5905	4850	13033	6345	4033	10664	5036	6191	13182	11974	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S19p (S15e)											
WCP94_001261	45194	50357	11653	79241	62252	12069	10830	31986	14430	9058	23773	11090	18774	37517	32392	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L2p (L8e)											
WCP94_001262	11119	14309	2909	20184	22739	3205	3177	9305	4342	2416	5929	3032	3970	7947	6958	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L23p (L23Ae)											
WCP94_001263	46246	50797	11847	77679	67468	12715	10721	34160	15428	7990	22816	10442	20767	38955	35133	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L4p (L1e)											
WCP94_001264	29105	40571	8079	58531	58743	7760	7964	29234	10038	5904	15136	7791	13368	22230	21473	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L3p (L3e)											
WCP94_001265	20801	27060	5813	37894	29483	4886	4369	20103	5129	3709	9330	4614	8877	14530	14211	"Stress Response, Defense and Virulence"	Antibiotic targets in protein synthesis	SSU ribosomal protein S10p (S20e)											
WCP94_001266	1	0	0	9	0	0	0	6	0	3	0	0	12	31	41	#N/A	#N/A	#N/A											
WCP94_001267	2204	1635	369	3599	2622	689	515	4246	266	214	1354	254	881	1833	1492	#N/A	#N/A	Hemolysins and related proteins containing CBS domains											
WCP94_001268	441	7735	920	1897	1987	80	134	1573	144	64	728	141	4825	12357	8579	#N/A	#N/A	Uncharacterized MFS-type transporter											
WCP94_001269	10	11	3	24	21	1	1	33	3	2	11	3	7	6	22	#N/A	#N/A	#N/A											
WCP94_001270	23	11	2	23	30	3	0	29	0	1	10	1	19	52	66	#N/A	#N/A	#N/A											
WCP94_001271	3729	3206	620	4779	4099	1421	678	2908	658	420	3265	659	13637	23410	21578	Respiration	Biogenesis of c-type cytochromes	"Cytochrome c-type biogenesis protein CcmE, heme chaperone"											
WCP94_001272	3585	3245	777	4172	3798	1240	868	2373	620	430	3717	800	1793	4494	3547	Respiration	Biogenesis of c-type cytochromes	Cytochrome c heme lyase subunit CcmF											
WCP94_001273	2261	2301	435	2584	2884	744	761	1009	438	202	1811	578	578	1260	1139	Respiration	Biogenesis of c-type cytochromes	"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA"											
WCP94_001274	675	791	158	1320	1140	275	277	639	135	133	814	164	435	936	784	Respiration	Biogenesis of c-type cytochromes	"ABC transporter involved in cytochrome c biogenesis, CcmB subunit"											
WCP94_001275	695	635	106	968	1006	238	197	517	110	74	620	197	549	1100	877	"Protein Fate (folding, modification, targeting, degradation)"	Periplasmic disulfide interchange	"Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE"											
WCP94_001276	249	146	39	278	176	85	62	161	34	27	190	63	156	263	272	#N/A	#N/A	Uncharacterized protein DVU1046											
WCP94_001277	1433	764	222	1127	1021	520	287	714	200	150	1048	270	615	1588	1151	#N/A	#N/A	hypothetical protein											
WCP94_001278	295	245	60	615	570	75	93	433	44	43	233	51	1827	3816	3149	#N/A	#N/A	hypothetical protein											
WCP94_001279	948	562	59	618	444	283	137	568	74	83	670	80	10225	16653	16541	#N/A	#N/A	hypothetical protein											
WCP94_001280	4144	4774	703	3035	3377	627	519	1035	863	310	1195	255	4101	8472	7381	#N/A	#N/A	#N/A											
WCP94_001281	4381	1980	329	2279	2033	894	490	1775	483	250	1544	334	3100	6349	5269	#N/A	#N/A	"aminotransferase, class IV"											
WCP94_001282	1751	1169	218	1302	1258	735	510	1206	211	338	1314	480	1758	4041	4280	#N/A	#N/A	hypothetical protein											
WCP94_001283	1358	1901	277	2375	2021	405	447	980	430	269	818	333	697	1166	1180	#N/A	#N/A	"Glycosyl transferase, group 1 family protein"											
WCP94_001284	1826	1683	227	1553	1313	438	327	692	406	290	897	351	1039	2005	1850	#N/A	#N/A	hypothetical protein											
WCP94_001285	1763	1515	179	1578	1474	463	268	980	300	173	859	171	5050	9088	8631	#N/A	#N/A	hypothetical protein											
WCP94_001286	860	1096	211	1586	1251	231	202	948	160	201	518	224	906	1657	1390	#N/A	#N/A	NLP/P60 family protein											
WCP94_001287	502	863	122	1476	1260	155	193	535	214	128	341	252	167	350	282	#N/A	#N/A	hypothetical protein											
WCP94_001288	1405	1941	287	3448	2897	323	399	1318	393	356	815	406	537	1018	926	RNA Processing	5-methylaminomethyl-2-thiouridine	tRNA-5-carboxymethylaminomethyl-2- thiouridine(34) synthesis protein MnmG											
WCP94_001289	162	265	50	481	325	23	30	159	61	39	68	27	48	90	65	#N/A	#N/A	#N/A											
WCP94_001290	3255	3643	654	5288	4828	626	602	1875	770	502	1254	424	2266	3506	3359	#N/A	#N/A	Uncharacterized deacetylase											
WCP94_001291	14	15	2	21	7	1	0	5	1	1	3	1	6	15	8	#N/A	#N/A	#N/A											
WCP94_001292	375	703	149	766	737	93	74	197	163	99	137	31	170	310	303	#N/A	#N/A	hypothetical protein											
WCP94_001293	5	3	0	11	13	0	0	9	1	0	10	1	6	8	7	#N/A	#N/A	#N/A											
WCP94_001294	1301	1408	167	1617	1483	389	263	1072	244	170	831	349	682	1283	1175	#N/A	#N/A	Uncharacterized protein DVU 1223											
WCP94_001295	1021	960	142	1354	1103	205	176	712	179	113	453	130	411	745	665	#N/A	#N/A	Probable lipoprotein signal peptide											
WCP94_001296	57212	98167	12387	77069	78956	14634	14967	22890	25145	16857	39209	15085	12204	32084	24847	"Stress Response, Defense and Virulence"	Fusidic acid resistance	Translation elongation factor G											
WCP94_001297	12376	19383	2869	18109	17621	3134	3189	5424	5794	3587	7393	2619	2804	7605	5778	Protein Synthesis	"Ribosomal proteins, single-copy"	SSU ribosomal protein S7p (S5e)											
WCP94_001298	17864	27409	4317	22878	20214	4462	3734	8203	6857	4649	10048	3450	7738	16634	14211	"Protein Fate (folding, modification, targeting, degradation)"	Ribosomal protein S12p Asp methylthiotransferase	SSU ribosomal protein S12p (S23e)											
WCP94_001299	5	0	2	2	3	1	0	3	1	0	3	0	5	3	7	#N/A	#N/A	#N/A											
WCP94_001300	0	1	0	4	0	0	0	4	0	0	1	0	0	3	1	#N/A	#N/A	#N/A											
WCP94_001301	27585	534	266	780	1109	2920	1010	683	185	58	1486	175	6182	12210	11329	Energy and Precursor Metabolites Generation	Fermentations: Mixed acid	Alcohol dehydrogenase (EC 1.1.1.1)											
WCP94_001302	3460	3554	517	3307	4551	884	619	2265	383	248	1320	337	7270	14337	12184	Membrane Transport	Magnesium transport	Magnesium and cobalt efflux protein CorC											
WCP94_001303	284	238	56	410	474	108	136	452	54	55	131	53	211	418	352	#N/A	#N/A	ABC-type efflux pump permease component YbhR											
WCP94_001304	213	241	56	449	481	143	108	629	43	58	194	53	240	527	433	#N/A	#N/A	ABC-type efflux pump permease component YbhS											
WCP94_001305	777	932	202	1594	1705	279	435	1400	181	222	595	345	859	1257	1209	#N/A	#N/A	"ABC-type efflux pump, duplicated ATPase component YbhF"											
WCP94_001306	810	547	108	730	903	348	408	1062	111	140	596	200	3250	5335	4852	#N/A	#N/A	ABC-type efflux pump membrane fusion component YbhG											
WCP94_001307	812	451	93	782	963	214	317	1309	99	120	455	172	2768	4682	4424	#N/A	#N/A	"Transcriptional regulator YbiH, TetR family"											
WCP94_001308	21	61	8	62	50	15	16	72	9	13	25	6	13	15	24	#N/A	#N/A	hypothetical protein											
WCP94_001309	14523	6502	1182	6112	7241	4134	2229	5678	1594	856	6010	1544	14282	29111	23545	#N/A	#N/A	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)											
WCP94_001310	4785	2849	655	3979	3706	3149	2149	3956	717	667	5941	1412	12859	28734	23060	#N/A	#N/A	"FIG015547: peptidase, M16 family"											
WCP94_001311	152948	155979	33293	206768	194262	42483	32194	94123	42949	26903	75766	23802	73975	158969	131973	"Stress Response, Defense and Virulence"	Antibiotic targets in protein synthesis	Translation elongation factor Tu											
WCP94_001312	4657	9220	1469	9336	5759	974	880	4425	1782	1304	2621	877	838	1841	1592	Protein Synthesis	"Ribosome LSU, bacterial"	"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent"											
WCP94_001313	29417	38153	6609	57357	67432	6059	6679	14851	10069	5858	16062	5480	9763	17635	16479	#N/A	#N/A	Protein translocase subunit SecE											
WCP94_001314	16721	25698	6194	48240	38829	3248	4264	16441	5965	4765	10543	3929	3594	7812	6883	#N/A	#N/A	Transcription antitermination protein NusG											
WCP94_001315	15690	23212	5645	41763	33015	3435	3892	13398	5830	3976	9304	3488	4258	9343	7676	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L11p (L12e)											
WCP94_001316	18566	31852	7458	60472	55394	3981	5649	17497	8786	5122	11281	5013	4201	10250	8301	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L1p (L10Ae)											
WCP94_001317	38585	53447	6919	47572	43002	15628	9107	15106	16579	11998	21068	9104	5143	12711	9961	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L10p (P0)											
WCP94_001318	19549	29881	3421	24817	23072	8817	4857	7511	8567	5460	11502	4472	2809	6994	5368	Protein Synthesis	"Ribosomal proteins, single-copy"	LSU ribosomal protein L7p/L12p (P1/P2)											
WCP94_001319	27	59	6	110	77	8	16	64	12	10	36	22	45	67	82	#N/A	#N/A	#N/A											
WCP94_001320	132	137	42	367	244	52	56	225	17	22	125	49	211	371	252	#N/A	#N/A	hypothetical protein											
WCP94_001321	130	94	24	264	211	37	32	184	43	27	116	27	198	412	393	#N/A	#N/A	hypothetical protein											
WCP94_001322	1	6	4	12	9	1	1	10	2	2	4	0	8	9	6	#N/A	#N/A	#N/A											
WCP94_001323	28	23	6	80	51	11	7	53	9	10	22	4	31	39	31	#N/A	#N/A	#N/A											
WCP94_001324	45057	55990	11783	81733	83210	11087	11082	29984	13910	10749	25589	11500	11793	27514	21953	"Stress Response, Defense and Virulence"	Antibiotic targets in transcription	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)											
WCP94_001325	44243	46327	7300	58047	52525	13992	11591	18451	13847	10754	25373	11676	7864	19787	15738	RNA Processing	"RNA polymerase, bacterial"	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)											
WCP94_001326	1859	1224	248	1697	1411	468	315	1065	322	247	876	257	1248	2571	2154	RNA Processing	Queuosine and archaeosine	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)											
WCP94_001327	434	433	80	968	762	130	91	504	81	50	192	68	306	637	554	#N/A	#N/A	Peptidoglycan lipid II flippase MurJ											
WCP94_001328	1518	1638	315	1248	1161	665	551	605	427	341	1414	476	1386	3793	2838	#N/A	#N/A	Sulfatase family protein											
WCP94_001329	10	25	4	45	53	12	6	32	2	2	27	4	37	80	75	#N/A	#N/A	hypothetical protein											
WCP94_001330	8897	6883	955	6969	7447	2314	1529	3914	1301	745	5300	789	6209	12186	10384	Energy and Precursor Metabolites Generation	Acetolactate synthase subunits	Acetolactate synthase large subunit (EC 2.2.1.6)											
WCP94_001331	11636	5561	814	4495	4438	2986	1632	3832	1326	696	5865	1064	3379	7082	5809	Amino Acids and Derivatives	Lysine DAP biosynthetic pathway	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)											
WCP94_001332	280	231	27	301	200	39	26	86	37	31	94	28	128	182	195	Amino Acids and Derivatives	Histidine Biosynthesis -- gjo	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)											
WCP94_001333	1485	1126	224	1130	1281	311	197	441	374	132	466	115	525	1211	924	Amino Acids and Derivatives	Histidine Biosynthesis -- gjo	ATP phosphoribosyltransferase (EC 2.4.2.17) =&gt; HisGl											
WCP94_001334	1	1	0	9	6	1	0	0	1	1	0	0	1	0	0	#N/A	#N/A	#N/A											
WCP94_001335	913	684	122	819	621	275	134	725	72	57	483	124	1869	3797	3059	#N/A	#N/A	23S rRNA (pseudouridine(1915)-N(3))- methyltransferase (EC 2.1.1.177)											
